CLIENT_GEO,PAGE_URL,PAGE_CONTEXT,PAGE_ENTITY_TYPE,TIMESTAMP,TIMESTAMP_DERIVED,UI_EVENT_SOURCE,UI_EVENT_TYPE,UI_EVENT_ID,USER_AGENT,COMPONENT_NAME,REPORT_ID_DERIVED
United States/null,/lightning/r/LiveChatTranscript/5706P000001pRk2QAE/view?channel=LIVE_AGENT,one:recordHomeFlexipage,LiveChatTranscript,20220722020536.77,2022-07-22T02:05:36.765Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36 Edg/103.0.1264.62""",,5706P000001pRk2QAE
China/Fujian,/lightning/r/Report/00O0b000004AmRrEAK/view,reports:reportBase,Report,20220722020820.57,2022-07-22T02:08:20.575Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36 Edg/103.0.1264.62""",,00O0b000004AmRrEAK
United States/null,/lightning/r/Asset/02i2R00000MEv1FQAT/view,one:recordHomeFlexipage2Wrapper,Asset,20220722022909.992,2022-07-22T02:29:09.991Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,02i2R00000MEv1FQAT
United States/null,/lightning/r/WorkOrder/0WO6P000002SLmBWAW/view,one:recordHomeFlexipage,WorkOrder,20220722023811.824,2022-07-22T02:38:11.824Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36 Edg/103.0.1264.62""",,0WO6P000002SLmBWAW
United States/null,/lightning/r/WorkOrder/0WO6P000002Nh3cWAC/view,one:recordHomeFlexipage,WorkOrder,20220722024837.727,2022-07-22T02:48:37.732Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002Nh3cWAC
United States/Texas,/lightning/r/WorkOrder/0WO6P000002NdKbWAK/view,one:recordHomeFlexipage,WorkOrder,20220722024449.44,2022-07-22T02:44:49.440Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002NdKbWAK
United States/Texas,/lightning/r/LiveChatTranscript/5706P000001d6c8QAA/view?channel=LIVE_AGENT,one:recordHomeFlexipage,LiveChatTranscript,20220722025723.363,2022-07-22T02:57:23.364Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36 Edg/103.0.1264.62""",,5706P000001d6c8QAA
United States/Texas,/lightning/r/Report/00O0b000004AmRrEAK/view?queryScope=userFolders,reports:reportBase,Report,20220722020132.875,2022-07-22T02:01:32.875Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,00O0b000004AmRrEAK
United States/Texas,/lightning/r/Report/00O0b000004AmRrEAK/view?queryScope=userFolders,reports:reportBase,Report,20220722020132.88,2022-07-22T02:01:32.877Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,00O0b000004AmRrEAK
United States/Texas,/lightning/r/Report/00O0b000004AmRrEAK/view?queryScope=userFolders,reports:reportBase,Report,20220722020132.88,2022-07-22T02:01:32.878Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,00O0b000004AmRrEAK
United States/Texas,/lightning/r/Report/00O0b000004AmRrEAK/view?queryScope=userFolders,reports:reportBase,Report,20220722020132.88,2022-07-22T02:01:32.879Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,00O0b000004AmRrEAK
United States/California,/lightning/r/WorkOrder/0WO6P000002NIjjWAG/view,one:recordHomeFlexipage,WorkOrder,20220722020302.742,2022-07-22T02:03:02.747Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002NIjjWAG
United States/null,/lightning/r/Case/5006P000006khEOQAY/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000008v1GVUAY%2Fview%3Fc__recordType%3Dcontact%26c__input%3D13621755907%26c__contactFound%3Dtrue,one:recordHomeFlexipage2Wrapper,Case,20220722020325.61,2022-07-22T02:03:25.610Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,5006P000006khEOQAY
India/Haryana,/lightning/r/Case/5006P000006ilpQQAQ/view,one:recordHomeFlexipage2Wrapper,Case,20220722020416.598,2022-07-22T02:04:16.591Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36""",,5006P000006ilpQQAQ
China/Fujian,/lightning/r/WorkOrder/0WO6P000002NEMxWAO/view,one:recordHomeFlexipage,WorkOrder,20220722020425.805,2022-07-22T02:04:25.803Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36 Edg/103.0.1264.62""",,0WO6P000002NEMxWAO
China/Fujian,/lightning/r/WorkOrder/0WO6P000002NEMxWAO/view,one:recordHomeFlexipage,WorkOrder,20220722020425.805,2022-07-22T02:04:25.804Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36 Edg/103.0.1264.62""",,0WO6P000002NEMxWAO
China/Fujian,/lightning/r/WorkOrder/0WO6P000002NEMxWAO/view,one:recordHomeFlexipage,WorkOrder,20220722020425.81,2022-07-22T02:04:25.806Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36 Edg/103.0.1264.62""",,0WO6P000002NEMxWAO
China/Liaoning,/lightning/r/WorkOrder/0WO6P0000020QrUWAU/view?ws=%2Flightning%2Fr%2FCase%2F5006P000006cygOQAQ%2Fview,one:recordHomeFlexipage,WorkOrder,20220722020629.88,2022-07-22T02:06:29.882Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36""",,0WO6P0000020QrUWAU
China/Fujian,/lightning/r/Asset/02i6P0000046O8wQAE/view,one:recordHomeFlexipage2Wrapper,Asset,20220722020820.42,2022-07-22T02:08:20.420Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36 Edg/103.0.1264.62""",,02i6P0000046O8wQAE
United States/null,/lightning/r/WorkOrder/0WO6P000002SMazWAG/view,one:recordHomeFlexipage,WorkOrder,20220722020938.13,2022-07-22T02:09:38.126Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.115 Safari/537.36""",,0WO6P000002SMazWAG
United States/null,/lightning/r/WorkOrder/0WO6P000002SMazWAG/view,one:recordHomeFlexipage,WorkOrder,20220722020938.13,2022-07-22T02:09:38.127Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.115 Safari/537.36""",,0WO6P000002SMazWAG
United States/null,/lightning/r/WorkOrder/0WO6P000002SMazWAG/view,one:recordHomeFlexipage,WorkOrder,20220722020938.13,2022-07-22T02:09:38.129Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.115 Safari/537.36""",,0WO6P000002SMazWAG
United States/null,/lightning/r/Case/5006P000006hePDQAY/view,one:recordHomeFlexipage2Wrapper,Case,20220722020950.57,2022-07-22T02:09:50.577Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,5006P000006hePDQAY
United States/null,/lightning/r/Task/00T6P00000MAvHdUAL/view,one:recordHomeFlexipage,Task,20220722021005.074,2022-07-22T02:10:05.074Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,00T6P00000MAvHdUAL
United States/null,/lightning/r/WorkOrder/0WO6P000002SMlYWAW/view,one:recordHomeFlexipage,WorkOrder,20220722021048.6,2022-07-22T02:10:48.595Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.115 Safari/537.36""",,0WO6P000002SMlYWAW
India/Haryana,/lightning/r/Case/5006P000006QtFBQA0/view,one:recordHomeFlexipage2Wrapper,Case,20220722021729.41,2022-07-22T02:17:29.416Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36""",,5006P000006QtFBQA0
United States/null,/lightning/r/Case/5006P000006JQxmQAG/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000008v0cuUAA%2Fview%3Fc__recordType%3Dasset%26c__input%3DHCYTM93%26c__contactFound%3Dmultiple,one:recordHomeFlexipage2Wrapper,Case,20220722021827.32,2022-07-22T02:18:27.318Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36""",,5006P000006JQxmQAG
United States/null,/lightning/r/WorkOrder/0WO6P000002SMoDWAW/view,one:recordHomeFlexipage,WorkOrder,20220722021832.688,2022-07-22T02:18:32.689Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.115 Safari/537.36""",,0WO6P000002SMoDWAW
United States/null,/lightning/r/WorkOrder/0WO6P000002SMqnWAG/view,one:recordHomeFlexipage,WorkOrder,20220722021952.805,2022-07-22T02:19:52.805Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36 Edg/103.0.1264.62""",,0WO6P000002SMqnWAG
China/Fujian,/lightning/r/WorkOrder/0WO6P000001ocuGWAQ/view?ws=%2Flightning%2Fr%2FCase%2F5006P000006YYFEQA4%2Fview,one:recordHomeFlexipage,WorkOrder,20220722021954.89,2022-07-22T02:19:54.895Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000001ocuGWAQ
China/Fujian,/lightning/r/Task/00T6P00000MLqlMUAT/view,one:recordHomeFlexipage,Task,20220722022108.44,2022-07-22T02:21:08.434Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,00T6P00000MLqlMUAT
United States/null,/lightning/r/WorkOrder/0WO6P000002SMp1WAG/view,one:recordHomeFlexipage,WorkOrder,20220722022727.598,2022-07-22T02:27:27.590Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.115 Safari/537.36""",,0WO6P000002SMp1WAG
China/Fujian,/lightning/r/WorkOrder/0WO6P000002SN1CWAW/view?ws=%2Flightning%2Fr%2FCall_Transcript__c%2Fa7Z6P000009QFFTUA4%2Fview%3Fc__recordType%3Dcontact%26c__input%3D015037808741%26c__contactFound%3Dtrue,one:recordHomeFlexipage,WorkOrder,20220722022733.33,2022-07-22T02:27:33.331Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002SN1CWAW
United States/null,/lightning/r/WorkOrder/0WO6P000002SMtNWAW/view,one:recordHomeFlexipage,WorkOrder,20220722022905.17,2022-07-22T02:29:05.175Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.115 Safari/537.36""",,0WO6P000002SMtNWAW
United States/null,/lightning/r/Asset/02i2R00000MEv1FQAT/view,one:recordHomeFlexipage2Wrapper,Asset,20220722022910.0,2022-07-22T02:29:09.993Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,02i2R00000MEv1FQAT
India/Haryana,/lightning/r/Case/5006P000005PDKGQA4/view,one:recordHomeFlexipage2Wrapper,Case,20220722023315.035,2022-07-22T02:33:15.034Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36""",,5006P000005PDKGQA4
United States/null,/lightning/r/WorkOrder/0WO6P000002SLmBWAW/view,one:recordHomeFlexipage,WorkOrder,20220722023811.824,2022-07-22T02:38:11.822Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36 Edg/103.0.1264.62""",,0WO6P000002SLmBWAW
United States/null,/lightning/r/WorkOrder/0WO6P000002SLmBWAW/view,one:recordHomeFlexipage,WorkOrder,20220722023811.824,2022-07-22T02:38:11.826Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36 Edg/103.0.1264.62""",,0WO6P000002SLmBWAW
United States/null,/lightning/r/Case/5006P000006aYj3QAE/view,one:recordHomeFlexipage2Wrapper,Case,20220722024005.246,2022-07-22T02:40:05.250Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,5006P000006aYj3QAE
United States/null,/lightning/r/WorkOrder/0WO6P000002SMjNWAW/view,one:recordHomeFlexipage,WorkOrder,20220722024011.89,2022-07-22T02:40:11.896Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002SMjNWAW
China/Fujian,/lightning/r/Case/5006P000006d7DpQAI/view,one:recordHomeFlexipage2Wrapper,Case,20220722024014.406,2022-07-22T02:40:14.409Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,5006P000006d7DpQAI
United States/null,/lightning/r/WorkOrder/0WO6P000002SMjYWAW/view,one:recordHomeFlexipage,WorkOrder,20220722024120.68,2022-07-22T02:41:20.680Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002SMjYWAW
United States/null,/lightning/r/WorkOrder/0WO6P000002NbOJWA0/view,one:recordHomeFlexipage,WorkOrder,20220722024129.254,2022-07-22T02:41:29.253Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002NbOJWA0
India/Haryana,/lightning/r/Case/5006P0000065g1WQAQ/view,one:recordHomeFlexipage2Wrapper,Case,20220722024325.742,2022-07-22T02:43:25.746Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36""",,5006P0000065g1WQAQ
India/Haryana,/lightning/r/Case/5006P000006ZYElQAO/view,one:recordHomeFlexipage2Wrapper,Case,20220722024345.52,2022-07-22T02:43:45.518Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.53 Safari/537.36""",,5006P000006ZYElQAO
United States/null,/lightning/r/Case/5006P000005qxtzQAA/view,one:recordHomeFlexipage2Wrapper,Case,20220722024413.832,2022-07-22T02:44:13.830Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",,5006P000005qxtzQAA
United States/null,/lightning/r/Case/5006P000005qxtzQAA/view,one:recordHomeFlexipage2Wrapper,Case,20220722024413.832,2022-07-22T02:44:13.832Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36""",,5006P000005qxtzQAA
United States/null,/lightning/r/WorkOrder/0WO6P000002SMoXWAW/view,one:recordHomeFlexipage,WorkOrder,20220722024705.93,2022-07-22T02:47:05.929Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002SMoXWAW
China/Fujian,/lightning/r/Case/5006P000006aYdjQAE/view?ws=%2Flightning%2Fr%2FLiveChatTranscript%2F5706P000001lPuCQAU%2Fview%3Fchannel%3DLIVE_AGENT,one:recordHomeFlexipage2Wrapper,Case,20220722024722.816,2022-07-22T02:47:22.817Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,5006P000006aYdjQAE
China/Fujian,/lightning/r/Case/5006P000006aYdjQAE/view?ws=%2Flightning%2Fr%2FLiveChatTranscript%2F5706P000001lPuCQAU%2Fview%3Fchannel%3DLIVE_AGENT,one:recordHomeFlexipage2Wrapper,Case,20220722024722.82,2022-07-22T02:47:22.820Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,5006P000006aYdjQAE
United States/null,/lightning/r/WorkOrder/0WO6P000002SMtDWAW/view,one:recordHomeFlexipage,WorkOrder,20220722024744.01,2022-07-22T02:47:44.015Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002SMtDWAW
United States/null,/lightning/r/WorkOrder/0WO6P000002SMtwWAG/view,one:recordHomeFlexipage,WorkOrder,20220722024830.4,2022-07-22T02:48:30.396Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002SMtwWAG
United States/null,/lightning/r/WorkOrder/0WO6P000002SMxyWAG/view,one:recordHomeFlexipage,WorkOrder,20220722024914.246,2022-07-22T02:49:14.251Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002SMxyWAG
United States/null,/lightning/r/WorkOrder/0WO6P000002SMxyWAG/view,one:recordHomeFlexipage,WorkOrder,20220722024914.246,2022-07-22T02:49:14.252Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002SMxyWAG
United States/Texas,/lightning/r/WorkOrder/0WO6P000002KBD7WAO/view,one:recordHomeFlexipage,WorkOrder,20220722024934.3,2022-07-22T02:49:34.300Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002KBD7WAO
United States/null,/lightning/r/WorkOrder/0WO6P000002SMywWAG/view,one:recordHomeFlexipage,WorkOrder,20220722024956.85,2022-07-22T02:49:56.859Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002SMywWAG
United States/null,/lightning/r/Asset/02i2R00000MEv1FQAT/view,one:recordHomeFlexipage2Wrapper,Asset,20220722025045.3,2022-07-22T02:50:45.300Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,02i2R00000MEv1FQAT
United States/null,/lightning/r/Asset/02i2R00000MEv1FQAT/view,one:recordHomeFlexipage2Wrapper,Asset,20220722025045.305,2022-07-22T02:50:45.306Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,02i2R00000MEv1FQAT
China/Fujian,/lightning/r/WorkOrder/0WO6P000002SN5iWAG/view,one:recordHomeFlexipage,WorkOrder,20220722025130.05,2022-07-22T02:51:30.055Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002SN5iWAG
United States/North Carolina,/lightning/r/Report/00O2R000004AmwmUAC/view?queryScope=userFolders,reports:reportBase,Report,20220722025325.863,2022-07-22T02:53:25.866Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,00O2R000004AmwmUAC
United States/null,/lightning/r/WorkOrder/0WO6P000002NgoSWAS/view,one:recordHomeFlexipage,WorkOrder,20220722025510.77,2022-07-22T02:55:10.763Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.115 Safari/537.36""",,0WO6P000002NgoSWAS
United States/Utah,/lightning/r/WorkOrder/0WO6P000002SMzqWAG/view,one:recordHomeFlexipage,WorkOrder,20220722025610.363,2022-07-22T02:56:10.363Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36""",,0WO6P000002SMzqWAG
United States/null,/lightning/r/Asset/02i2R00000MEv1FQAT/view,one:recordHomeFlexipage2Wrapper,Asset,20220722025641.777,2022-07-22T02:56:41.776Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,02i2R00000MEv1FQAT
United States/null,/lightning/r/Asset/02i2R00000MEv1FQAT/view,one:recordHomeFlexipage2Wrapper,Asset,20220722025641.777,2022-07-22T02:56:41.778Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,02i2R00000MEv1FQAT
United States/Texas,/lightning/r/LiveChatTranscript/5706P000001d6c8QAA/view?channel=LIVE_AGENT,one:recordHomeFlexipage,LiveChatTranscript,20220722025723.32,2022-07-22T02:57:23.322Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36 Edg/103.0.1264.62""",,5706P000001d6c8QAA
United States/Texas,/lightning/r/LiveChatTranscript/5706P000001d6c8QAA/view?channel=LIVE_AGENT,one:recordHomeFlexipage,LiveChatTranscript,20220722025723.355,2022-07-22T02:57:23.354Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36 Edg/103.0.1264.62""",,5706P000001d6c8QAA
United States/null,/lightning/r/WorkOrder/0WO6P000002SN4aWAG/view,one:recordHomeFlexipage,WorkOrder,20220722025819.4,2022-07-22T02:58:19.397Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002SN4aWAG
United States/null,/lightning/r/WorkOrder/0WO6P000002SNBvWAO/view,one:recordHomeFlexipage,WorkOrder,20220722025859.965,2022-07-22T02:58:59.964Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,0WO6P000002SNBvWAO
United States/null,/lightning/r/Case/5006P000006d7cuQAA/view,one:recordHomeFlexipage2Wrapper,Case,20220722025905.56,2022-07-22T02:59:05.557Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,5006P000006d7cuQAA
United States/null,/lightning/r/Task/00T6P00000M9Xo6UAF/view,one:recordHomeFlexipage,Task,20220722025915.49,2022-07-22T02:59:15.495Z,Error,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36""",,00T6P00000M9Xo6UAF
India/Haryana,/lightning/r/Case/5006P000006hZEKQA2/view,one:recordHomeFlexipage2Wrapper,Case,20220722025915.863,2022-07-22T02:59:15.862Z,TypeError,error,ltng:error,"""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36""",,5006P000006hZEKQA2
